repo,run,id,score,title,id_title
mmf,22,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,23,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,24,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,25,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,26,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,27,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,28,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,29,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
mmf,30,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,1,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,2,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,3,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,4,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,5,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,6,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,7,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,8,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,9,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,10,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,11,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,12,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,13,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,14,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,15,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,16,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,17,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,18,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,19,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,20,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,21,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,22,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,23,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,24,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,25,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,26,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,27,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,28,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,29,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
nanodet,30,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,1,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,2,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,3,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,4,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,5,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,6,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,7,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,8,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,9,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,10,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,11,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,12,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,13,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,14,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,15,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,16,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,17,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,18,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,19,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,20,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,21,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,22,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,23,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,24,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,25,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,26,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,27,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,28,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,29,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
qlib,30,2.1,1.0,Ensure Data File Loads as Expected,2.1. Ensure Data File Loads as Expected
lightfm,1,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,2,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,3,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,4,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,5,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,6,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,7,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,8,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,9,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,10,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,11,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,12,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,13,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,14,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,15,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,16,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,17,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,18,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,19,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,20,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,21,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,22,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,23,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,24,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,25,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,26,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,27,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,28,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,29,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,30,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
magenta,1,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,2,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,3,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,4,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,5,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,6,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,7,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,8,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,9,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,10,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,11,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,12,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,13,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,14,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,15,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,16,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,17,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,18,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,19,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,20,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,21,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,22,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,23,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,24,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,25,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,26,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,27,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,28,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,29,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
magenta,30,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,1,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,2,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,3,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,4,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,5,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,6,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,7,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,8,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,9,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,10,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,11,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,12,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,13,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,14,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,15,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,16,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,17,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,18,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,19,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,20,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,21,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,22,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,23,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,24,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,25,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,26,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,27,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,28,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
mmf,29,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
mmf,30,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,1,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,2,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,3,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,4,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,5,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,6,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,7,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,8,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,9,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,10,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,11,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,12,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,13,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,14,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,15,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,16,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,17,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,18,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,19,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,20,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,21,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,22,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,23,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,24,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,25,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,26,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,27,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,28,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,29,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
nanodet,30,3.2,0.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,1,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,2,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,3,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,4,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,5,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,6,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,7,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,8,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,9,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,10,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,11,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,12,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,13,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,14,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,15,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,16,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,17,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,18,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,19,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,20,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,21,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,22,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,23,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,24,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,25,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,26,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,27,3.2,0.5,Data in the Expected Format,3.2. Data in the Expected Format
qlib,28,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,29,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
qlib,30,3.2,1.0,Data in the Expected Format,3.2. Data in the Expected Format
lightfm,1,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,2,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,3,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,4,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,5,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,6,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,7,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,8,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,9,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,10,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,11,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,12,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,13,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,14,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,15,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,16,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,17,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,18,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,19,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
lightfm,20,3.5,0.0,Check for Duplicate Records in Data,3.5. Check for Duplicate Records in Data
