html_url,language
https://github.com/ramakanth-pasunuru/video_captioning_rl,Python
https://github.com/lxuechen/inference-suboptimality,Python
https://github.com/kate-harrison/west,Python
https://github.com/kunalbanerjee/EquivalenceChecker_ADDG,C
https://github.com/sina-ehsani/csc585rep-fusionnet,Python
https://github.com/dreamlh/MoStfmodels,Python
https://github.com/yixinLi/caffe,C++
https://github.com/suchaoxiao/Keras-ResNeXt_modify,Python
https://github.com/tlambert03/FPbase,Python
https://github.com/meetxinzhang/Spectrogram_frame-linear-network,Python
https://github.com/hhexiy/pungen,Python
https://github.com/RXGottlieb/connect-4-self-play,Python
https://github.com/BOHRTECHNOLOGY/yellow_submarine,Python
https://github.com/bartnijssen/plumber_analysis,Python
https://github.com/andriyukr/FLC,C++
https://github.com/vivkumar/TryCatchWS,Java
https://github.com/NHERI-SimCenter/WE-UQ,C++
https://github.com/matan-zur/alon-ssd,Python
https://github.com/parklab/PaSDqc,Python
https://github.com/PeterJackNaylor/dynamic_watershed,Python
https://github.com/ngless-toolkit/ngless2018benchmark,Python
https://github.com/csdncsdn999/quiz-w7-2-densenet,Python
https://github.com/skmhrk1209/GAN,Python
https://github.com/ryankiros/visual-semantic-embedding,Python
https://github.com/chanb/metalearning_RL,Python
https://github.com/AlenUbuntu/Relational-Network-Pytorch,Python
https://github.com/gonzazarza/sim-mgmt-tool,Java
https://github.com/leemathew1998/GradientWeight,Python
https://github.com/PanPalitta/phase_estimation,C++
https://github.com/RexxarCHL/library-seat-detection,Python
https://github.com/w4k2/stream-learn,Python
https://github.com/scienceguyrob/PulsarFeatureExtractor,Python
https://github.com/simras/CLAP,Perl
https://github.com/yifanjiang19/Pedestrian-Synthesis-GAN,Python
https://github.com/etal/cnvkit-examples,Python
https://github.com/dbermbach/web-api-bench,Java
https://github.com/risi-kondor/pMMF,C++
https://github.com/HsinYingLee/MDMM,Python
https://github.com/oddguan/Audio-Visual-Video-Caption,Python
https://github.com/gcoter/seq2seq-chatbot,Python
https://github.com/dpscience/DQuickLTFit,C++
https://github.com/vmware-archive/hillview,Java
https://github.com/bthoven/planckt,Python
https://github.com/1206lyp/incremental-word2vec,Java
https://github.com/varshanth/AuVi_Buddy_-_A_Synergy_of_FER-MER,Python
https://github.com/Enjia/Spatial-Regularization-Network-in-Tensorflow,Python
https://github.com/SKA-ScienceDataProcessor/sip-maps-pipeline,Python
https://github.com/houssamzenati/Efficient-GAN-Anomaly-Detection,Python
https://github.com/alexduer/squad-gated-rep,Python
https://github.com/LouisCastricato/DTP-Nengo,Python
https://github.com/assisi/arena-ui,C++
https://github.com/minyoungg/wmigftl,Python
https://github.com/analysiscenter/batchflow,Python
https://github.com/CARMinesDouai/pose_path_publisher,C++
https://github.com/abinashsinha330/PredAir,Python
https://github.com/Naman-ntc/3D-HourGlass-Network,Python
https://github.com/ececyh/baselines,Python
https://github.com/mgalardini/pyseer,Python
https://github.com/ethanhe42/MNC-for-ultrasound-segmentation,Python
https://github.com/sannebh/riskaverse,Python
https://github.com/shuheng-liu/GAN-metrics,Python
https://github.com/jiaorunnju/RL-with-Tensorflow,Python
https://github.com/tlatkowski/multihead-siamese-nets,Jupyter Notebook
https://github.com/freesouls/Deep-Residual-Network-For-MXNet,Python
https://github.com/KitwareMedical/pyLAR,Python
https://github.com/santanupal1980/HybridMT-2014,Java
https://github.com/Deepak3994/SuMA,C++
https://github.com/sutanu70/Segmentation,Python
https://github.com/phantoms158/Mask-rcnn,Python
https://github.com/ijmarshall/robotsearch,JavaScript
https://github.com/jwieting/charagram,Python
https://github.com/rctzeng/GAIN,Python
https://github.com/QuantumAgent/QDD_Net,Python
https://github.com/pfnet-research/robust_estimation,Python
https://github.com/OpenKnowledgeMaps/Headstart,JavaScript
https://github.com/sparticlesteve/pytorch-examples,Jupyter Notebook
https://github.com/MeiguangJin/Learning-to-See-through-Reflections,Python
https://github.com/SubarnaTripathi/streaming_VOP_clustering,C++
https://github.com/gem-pasteur/macsyview,JavaScript
https://github.com/btamadio/RPV_SUSY,C++
https://github.com/geomstats/geomstats,Jupyter Notebook
https://github.com/MrtnMndt/Rethinking_CNN_Layerwise_Feature_Amounts,Python
https://github.com/DiRAC-benchmarks/Grid-Cloud-Testing,C++
https://github.com/kcajmagic/AI_Final_Project,C++
https://github.com/KareemYousrii/2015-DL-TIWafer,C++
https://github.com/angeladai/ScanComplete,Python
Not available,Not available
https://github.com/MiuLab/CLUSE,Python
https://github.com/GerardMJuan/simlr-ad,C++
https://github.com/zimmerrol/emomatch-pytorch,Python
https://github.com/halloTheCoder/ContextualSLUChatBot,Python
https://github.com/ruizhaogit/MNIST-GuessNumber,Python
https://github.com/luizaes/sca-algorithm,Python
https://github.com/srl-freiburg/pedsim_ros,C++
https://github.com/hwang1996/ACME,Python
https://github.com/mrahtz/musical-pattern-recognition-in-spiking-neural-networks,Python
https://github.com/mad-Ye/FC-DenseNet-Keras,Python
https://github.com/IntelLabs/pWord2Vec,C++
https://github.com/hvy/chainer-began,Python
https://github.com/boxer-ai/boxer.ai,Python
https://github.com/frsong/tf-examples,Python
https://github.com/bguillouet/trajectory_classification,Python
https://github.com/sbalian/spindec,C++
https://github.com/CQMP/opendf,C++
https://github.com/zrobertson466920/pybdm,Python
https://github.com/VeritasYin/STGCN_IJCAI-18,Python
https://github.com/paruby/DIP-VAE,Python
Not available,Not available
https://github.com/ZJULearning/DREN,C++
https://github.com/microsoft/AzureML-BERT,Jupyter Notebook
https://github.com/feiwu77777/Finding_unique_faces,Python
https://github.com/warif2/shirloc,Python
https://github.com/kongshuchen/retinanet,Python
https://github.com/alexholcombe/attentional-blink,Python
https://github.com/ChienliMa/DeConvNet,Python
https://github.com/baumgach/acdc_segmenter,Python
https://github.com/whitesockcat/Discriminative-Feature-Network,Python
https://github.com/luochuwei/BLEU_for_Response_Generation,Python
https://github.com/kkew3/pytorch-cw2,Python
https://github.com/wasidennis/DeepHarmonization,Python
https://github.com/MultithreadCorner/Hydra,C++
https://github.com/jsalvatier/PyGame-Learning-Environment,Python
https://github.com/DfX-NYUAD/Corblivar,C++
https://github.com/lukewenMX/RCNN_simple_detection,Python
https://github.com/getmlcode/Deep-Lab-V3-Inference-GUI-Tkinter,Python
https://github.com/moovel/deepvision_flow,Python
https://github.com/earcanal/meditation-expertise,JavaScript
https://github.com/Bartzi/visual-backprop-mxnet,Python
https://github.com/aaronsnoswell/irl_methods,Python
https://github.com/buptdbj/darknet-windows-linux,C
https://github.com/ZuoJiaxing/Learn-ORB-VIO-Stereo-Mono,C++
https://github.com/kor-al/episodic-control-pong-game,C++
https://github.com/vonwenm/chromaprint,C++
https://github.com/ferasboulala/staff-detect,C++
https://github.com/r-englund/crowdsys,
https://github.com/pathak22/unsupervised-video,Lua
https://github.com/cdebacco/MultiTensor,C++
https://github.com/gangadhar-p/NucleiDetectron,Python
https://github.com/marian-nmt/marian,C++
https://github.com/shyamsastha/Mask_RCNN,Python
https://github.com/erikgahner/aas2015,JavaScript
https://github.com/Nesvilab/FragPipe,Java
https://github.com/shivam7066/Early-Stage-Malware-Prediction-using-Deep-Learning,Python
https://github.com/NoahRJohnson/AlphaZeroMiniShogi,Python
https://github.com/JorgeCeja/food101-tensorflow,Python
https://github.com/hanzhanggit/StackGAN-inception-model,Python
https://github.com/nell-byler/cloudyfsps,Python
https://github.com/rohitgirdhar-cmu-experimental/caffe-3dobjdet,C++
Not available,Not available
https://github.com/Idein/chainer-pose-proposal-net,Python
https://github.com/hujinsen/pytorch-StarGAN-VC,Python
https://github.com/raahii/evan,Python
https://github.com/SilvioGiancola/TrackingNet-devkit,Python
https://github.com/simdjson/simdjson,C++
https://github.com/rinde/pdptw-dataset-generator,Java
https://github.com/tensorflow/probability,Jupyter Notebook
https://github.com/adaerr/pendent-drop,Java
https://github.com/qilei123/DEEPLAB_4_RETINA,Python
https://github.com/Phutoast/Stable-Multi-Agent-Reinforcement-Learning,Python
https://github.com/liamb315/CharacterGAN,Python
https://github.com/mxmssh/IDAmetrics,Python
https://github.com/flowgrammable/ofpmsg-js,JavaScript
https://github.com/farhiongit/dancing-links,C
https://github.com/chainer/chainer-chemistry,Python
https://github.com/billy-mosse/MESSI,Jupyter Notebook
https://github.com/Mrpatekful/translate,Python
https://github.com/dnbaker/frp,C++
https://github.com/himahuja/pcatxcore,Python
https://github.com/robotology/event-driven,C++
https://github.com/lukeshope/hipims-ocl,C++
https://github.com/djsaunde/GenerativeDataAugmentation,Python
https://github.com/jakubkarczewski/SentimNet,Python
https://github.com/sethneel/GerryFair,Python
Not available,Not available
https://github.com/WERimagin/QuestionGeneration,Python
https://github.com/QianruZhou333/LostSilence,Java
https://github.com/mkeid/Texture-Synthesis,Python
https://github.com/Benzlxs/stereo_matching_slanted_support,C++
https://github.com/Feryal/automated-curriculum-rl,Python
https://github.com/named-data/Hyperbolic-Greedy-Forwarding-Scenario,C++
https://github.com/piotrdzwiniel/Specvis-Desktop,Java
https://github.com/laas/fire-rs-saop,C++
https://github.com/mathhobbit/EditCalculateAndChart,Java
https://github.com/ascane/sparse-pca,Python
https://github.com/zsylvester/meanderpy,Python
https://github.com/Achronus/Machine-Learning-101,Python
https://github.com/ginsongsong/caffe-ssd,C++
https://github.com/louchenyao/contactlib,Python
https://github.com/jeeberhardt/visualize,Python
https://github.com/gyhui14/spottune,Python
https://github.com/unsuthee/SemanticHashingWeakSupervision,Python
https://github.com/pjotrp/bioruby-exominer,Ruby
https://github.com/NovCloud/mlxtend,Python
https://github.com/susilehtola/HelFEM,C++
https://github.com/FundamentalEq/HybridChatBot,Python
https://github.com/mindbeam/unbase,Rust
https://github.com/9crk/nakedetection,Python
https://github.com/MagnusS/p2p-dprd,C
https://github.com/sebastianGehrmann/bottom-up-summary,Python
https://github.com/DLR-SC/tigl,C++
https://github.com/wondervictor/dpl.pytorch,Python
https://github.com/lx865712528/EMNLP2018-JMEE,Python
https://github.com/Francis-Hsu/CGALTri,C++
https://github.com/khughitt/eve,Python
https://github.com/giulia-berto/app-multi-lap-anat,Python
https://github.com/akshat998/3-GRU-Phases-of-Matter,Python
https://github.com/OceanParcels/parcels,Python
https://github.com/kbroman/MUGAarrays,HTML
https://github.com/abhinavs95/photo-uncrop,Python
https://github.com/dengyang17/kablstm,Python
https://github.com/tangye95/Unsupervised-Cell-level-Visual-Representation-learning-with-GAN,Python
https://github.com/mori97/JKNet-dgl,Python
https://github.com/wazeerzulfikar/Face-Frontalization,Python
https://github.com/cavalab/feat,C++
https://github.com/straylightrun/cytofviz,JavaScript
https://github.com/koustuvsinha/clutrr-workshop,Python
https://github.com/previtus/AttentionPipeline,Python
https://github.com/iamyuanchung/csdnn,Python
https://github.com/jheo4/gene_classification,Python
https://github.com/austinschneider/MCLLH,CSS
https://github.com/AlexandrTerentyev/Quantum,Java
https://github.com/gunhoo/Drone-Tracking,Jupyter Notebook
https://github.com/alexandrovteam/curatr,JavaScript
https://github.com/geekan/google-scholar-crawler,Python
https://github.com/HumanCompatibleAI/imitation,Python
https://github.com/pbteja1998/ire_project_18,Python
https://github.com/RsynTeam/rsyn-x,C++
https://github.com/shashwath94/Semisupervised-learning-with-DCGANs,Python
https://github.com/benlaug/labgen,C++
https://github.com/yingShen-ys/MultiNLI,Python
https://github.com/tech-srl/code2vec,Python
https://github.com/murrman95/DeepSuperResolution,Python
https://github.com/doitslow/2d-virtual-try-on,Python
https://github.com/karanchahal/SaliencyMapper,Python
https://github.com/thw17/Sifaka_assembly,Python
https://github.com/BoneNet/Clique-single,Python
https://github.com/yukia18/pytorch-practice,Python
https://github.com/nicola-decao/s-vae-pytorch,Python
https://github.com/textmining-project/ArgumentMining-Backend,Python
https://github.com/nikhilsardana/GANcompression,Python
https://github.com/ezshen/cs224n-squad,Python
https://github.com/aykutonol/cito,C++
https://github.com/tugstugi/pytorch-saltnet,Python
https://github.com/google/cog,Python
https://github.com/SimonBussy/one-hot-encoding,Python
https://github.com/LucasSheng/avatar-net,Python
https://github.com/lukegre/Thomalla2017_quenching,Python
https://github.com/shuaaa/mean_-teacher-image_recog,Python
https://github.com/ShaowuYang/ORB-SLAM2,C++
https://github.com/Natsu6767/DCGAN-PyTorch,Python
https://github.com/gmayday1997/SceneChangeDet,Python
https://github.com/Ireneruru/Pix2pix_tensorflow,Python
https://github.com/aravindr93/hand_dapg,Python
https://github.com/antran89/BoW_frameworks,C
https://github.com/max-andr/joint-cnn-mrf,Python
https://github.com/LuEE-C/BetterTrainingDataMnist_RL_GAN,Python
https://github.com/Nilesh1989/Gopher,Python
https://github.com/ducha-aiki/LSUVinit,C++
https://github.com/princeton-vl/pose-ae-demo,Python
https://github.com/rsachetto/MonoAlg3D_C,C
https://github.com/UCLA-BD2K/MACCRs,Python
https://github.com/thomasbrueggemann/privacy-risk-mhealth,JavaScript
https://github.com/brentp/peddy,Jupyter Notebook
https://github.com/andyweizhao/SequenceRL,Python
https://github.com/carolinepacheco/lbp-library,C++
https://github.com/eveningglow/multitask-CycleGAN,Python
https://github.com/neb330/DeepLearningA2,Python
https://github.com/sanshu/protaeljs,JavaScript
https://github.com/tyiannak/pyAudioAnalysis,Python
https://github.com/mariuspot/openai_gym_taxi_v2_sarsa_max,Python
https://github.com/Chicago/clear-water,R
https://github.com/xrf/lutario,Rust
https://github.com/BigRedT/nn_pred_surf,Python
https://github.com/MAPconciergeInc/GigaPan_Downloader,Python
https://github.com/rajatkb/DBPN-Deep_Back_Projection_Network-Keras,Python
https://github.com/NervanaSystems/ngraph-python,Python
https://github.com/carlohamalainen/volgenmodel-nipype,Python
https://github.com/rll/rllab,Python
https://github.com/sappelhoff/sp_experiment,Python
https://github.com/laycoding/caffe_focal_loss,C++
https://github.com/gteu/dnn-phase-reconstruction,Python
https://github.com/uclnlp/pycodesuggest,Python
https://github.com/facebookresearch/ParlAI,Python
https://github.com/yaq007/Autofocus-Layer,Python
https://github.com/ijmarshall/robotreviewer_old,JavaScript
https://github.com/TiedNets/TiedNets,Python
https://github.com/davidhershey/feudal_networks,Python
https://github.com/ryancoleman/analysis-scripts,Python
https://github.com/zexihan/caffe-SSDH,C++
https://github.com/EnvModellingGroup/hrds,Python
https://github.com/garawalid/Multilingual-Unsupervised-Embeddings,Python
https://github.com/kamran-haider/SSTMap,Python
https://github.com/shichaoy/semantic_3d_mapping,C++
https://github.com/nicola-gigante/bitvector,C++
https://github.com/kmalialis/resource_abstraction,C++
https://github.com/Phu-archive/Learning2RL,Jupyter Notebook
https://github.com/zsdonghao/text-to-image,Python
https://github.com/exg/llvm-CIA,C++
https://github.com/kratsg/JetReclustering,C++
https://github.com/lucabaroffio/BAMBrisk,C++
https://github.com/axhue/DDQRN,Python
https://github.com/hughsalimbeni/bayesian_benchmarks,Jupyter Notebook
https://github.com/LaurentBerger/ColorMatchTemplate,C++
https://github.com/radekosmulski/tgs_salt_solution,Jupyter Notebook
https://github.com/yweweler/single-speaker-tts,Python
https://github.com/AaronCCWong/Show-Attend-and-Tell,Python
https://github.com/yanshengjia/ml-road,Python
https://github.com/wozhouh/caffe-gdp,C++
https://github.com/meolic/biddy,C
https://github.com/cpviolator/CPS-QUDA,C
https://github.com/statgen/emeraLD,C++
https://github.com/nisargjhaveri/news-access,JavaScript
https://github.com/Intro-Quantitative-Geology/Exercise-9,Python
https://github.com/chanedwin/kaggletoxic,Python
https://github.com/avirmaux/lipEstimation,Python
Not available,Not available
https://github.com/mdekauwe/get_chunk_and_distribute,C
https://github.com/joergwicker/scavenger,Java
https://github.com/chen1474147/Deep3DPose,Jupyter Notebook
https://github.com/yuxng/ObjectInteraction,C
Not available,Not available
